,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,full_name
636,1707,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,210.0,Average,Very safe,Somewhat satsified,Dr. Aimee Thomas
637,2873,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,180.0,Average,Very safe,Somewhat satsified,Miss Jean Allen
638,2540,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,62.99999999999989,Somewhat clean,Very safe,Somewhat satsified,Dr. Moises Schwart
639,462,Sunday,ALASKA,LAS VEGAS,West US,Hub,Gates 50-59,2018-12-31,90.0,Clean,Very safe,Somewhat satsified,Joe Martin
640,1873,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satsified,Scott Cole
641,1016,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mary Duckworth
642,370,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,    Small,Gates 50-59,2018-12-31,195.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Patricia Washington
643,2151,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,155.0,Clean,Very safe,Very satisfied,Miss Helen Blocker
644,1872,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,295.0,Somewhat clean,Very safe,Somewhat satsified,Eric Williams
645,1576,Wednesday,DELTA,DETROIT,Midwest US,Large,Gates 40-48,2018-12-31,125.0,Somewhat clean,Very safe,Neutral,Miss Margaret Kircher
646,2541,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified,Stephen Jackson
647,1301,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,156.0,Somewhat clean,Somewhat safe,Very satisfied,Kimberly Miller
648,3040,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub     ,Gates 50-59,2018-12-31,155.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Dorothy Macdonald
649,1360,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,Hub     ,Gates 91-102,2018-12-31,225.0,Average,Somewhat safe,Somewhat satsified,Ms. Diana Lozano
650,2469,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,121.0,Average,Very safe,Somewhat unsatisfied,Mr. Angelo Burnett
651,543,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,165.0,Somewhat clean,Very safe,Somewhat satsified,Miss Brenda Brigance
652,2925,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,250.0,Clean,Very safe,Somewhat satsified,Richard Roberts
653,2685,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satsified,Joseph Hunt
654,2268,Wednesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Raymond Herr
656,2041,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,180.0,Average,Somewhat safe,Somewhat unsatisfied,Bradley Mccarty
657,2167,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,333.0,Clean,Very safe,Very satisfied,William Briggs
658,3088,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,97.0000000000001,Clean,Very safe,Somewhat satsified,Dr. Lauren Echavarria
659,2948,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,135.0,Clean,Very safe,Somewhat satsified,Mr. Ricky Griffin
660,443,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,113.0,Clean,Somewhat safe,Somewhat satsified,Camilla Andrada
661,278,Thursday,UNITED,BALTIMORE,EAST US,Medium     ,Gates 70-90,2018-12-31,134.0,Somewhat clean,Somewhat safe,Neutral,Dr. Susan Chapell
662,2457,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub     ,Gates 60-69,2018-12-31,154.0,Clean,Very safe,Neutral,Ms. Marianna Lewis
663,1526,Wednesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,101.0,Somewhat clean,Somewhat safe,Neutral,Dr. Bradley Cannata
664,2689,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,150.0,Somewhat clean,Very safe,Neutral,Naomi Thompson
665,3055,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,335.0,Average,Somewhat safe,Somewhat satsified,Alisha Brower
666,2136,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,380.0,Clean,Neutral,Neutral,Mr. Jose Miller
667,1450,Wednesday,UNITED,LAS VEGAS,West US,Hub,Gates 60-69,2018-12-31,82.0,Clean,Very safe,Very satisfied,Anna Perez
668,2415,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,190.0,Clean,Somewhat safe,Somewhat satsified,Miss Georgia Morely
669,729,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,245.0,Somewhat clean,Somewhat safe,Neutral,Joshua Dacey
670,2232,Thursday,SOUTHWEST,SANTA ANA,West US,Medium,Gates 20-39,2018-12-31,60.0,Somewhat clean,Very safe,Somewhat satsified,Joe Rivas
671,1452,Wednesday,UNITED,LAS VEGAS,West US,    Hub,Gates 60-69,2018-12-31,82.0,Clean,Very safe,Very satisfied,David Mckissick
672,1705,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,225.0,Somewhat clean,Somewhat safe,Somewhat satsified,Adriane Jackson
673,1543,Wednesday,AIR CHINA,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,170.0,Average,Very safe,Neutral,Mr. Stephen Garner
674,618,Tuesday,ALASKA,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 50-59,2018-12-31,155.0,Clean,Very safe,Somewhat satsified,Harvey Wright
675,1726,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,105.0,Clean,Very safe,Somewhat satsified,Leonardo Olds
676,2209,Thursday,SOUTHWEST,LAS VEGAS,West US,Hub     ,Gates 20-39,2018-12-31,135.0,Somewhat clean,Somewhat safe,Neutral,Ms. Elizabeth Stoops
677,1786,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,135.0,Somewhat clean,Very safe,Somewhat satsified,Franklin Booth
678,2625,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Charles Sinclair
679,1760,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145.0,Average,Somewhat safe,Somewhat satsified,Ruth Wheeler
680,2732,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,270.0,Somewhat clean,Somewhat safe,Neutral,Jason Phelps
681,711,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Somewhat clean,Somewhat safe,Neutral,Emily Cheek
682,943,Thursday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,135.0,Somewhat clean,Very safe,Somewhat satsified,Jeanne Chapman
684,1910,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,140.0,Somewhat clean,Neutral,Very satisfied,Jill Brass
685,2027,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,150.0,Average,Very safe,Somewhat satsified,Rhonda Pearson
688,365,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Elizabeth Morrow
689,3005,Thursday,UNITED,NASHVILLE,Midwest US,Medium,Gates 70-90,2018-12-31,100.0,Average,Somewhat safe,Somewhat satsified,Ms. Karen Stalcup
690,1502,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,2018-12-31,150.0,Average,Somewhat safe,Somewhat satsified,Miss Carly Christopher
691,2621,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,    Hub,Gates 1-12,2018-12-31,125.0,Clean,Very safe,Very satisfied,Edwin Heffner
692,1639,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170.0,Clean,Very safe,Somewhat satsified,Mr. Chris Prestridge
693,2733,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,160.0,Clean,Somewhat safe,Neutral,Stephen Lacy
694,2021,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,160.0,Average,Neutral,Neutral,Miss Jackie Speight
695,629,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,140.0,Somewhat clean,Very safe,Somewhat satsified,Henry Trost
696,3026,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,120.0,Clean,Very safe,Very satisfied,Robert Cox
697,1671,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,125.0,Somewhat clean,Somewhat safe,Very satisfied,Ms. Madelyn Gruber
698,3248,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,74.9999999999999,Clean,Very safe,Very satisfied,Mr. Gregg Jackson
699,684,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub     ,Gates 1-12,2018-12-31,230.0,Somewhat clean,Very safe,Somewhat satsified,Cynthia Jeffers
701,1905,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,128.0,Somewhat clean,Neutral,Somewhat satsified,Mr. Willie Davis
703,774,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,220.0,Somewhat clean,Very safe,Neutral,Marsha Ray
704,2917,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,2018-12-31,14.9999999999999,Clean,Very safe,Very satisfied,William Cooper
705,1459,Saturday,UNITED,PORTLAND,West US,    Medium,Gates 70-90,2018-12-31,84.9999999999999,Clean,Neutral,Very satisfied,Ms. Bernice Solis
706,1178,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,115.0,Somewhat clean,Very safe,Somewhat satsified,Kimberly Reed
707,2691,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,2018-12-31,367.0,Average,Neutral,Neutral,Dr. Kevin Briggs
708,857,Tuesday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,154.0,Clean,Somewhat safe,Somewhat satsified,Mr. John Hayter
709,3148,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,2018-12-31,59.99999999999989,Somewhat clean,Somewhat safe,Somewhat satsified,Ms. Francine Sparks
710,1519,Wednesday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,115.0,Somewhat clean,Very safe,Somewhat satsified,Frances Nunez
711,1126,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,105.0,Average,Very safe,Somewhat satsified,Robert Foster
712,3269,Tuesday,UNITED,LAS VEGAS,West US,    Hub,Gates 70-90,2018-12-31,85.0000000000002,Average,Somewhat safe,Neutral,Joseph Fredrick
714,1960,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,165.0,Somewhat clean,Neutral,Neutral,Ray Yarbrough
715,2545,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,83.0,Somewhat clean,Very safe,Neutral,Ms. Patricia Oakes
718,2582,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,90.0,Somewhat clean,Somewhat safe,Neutral,Mr. Terry Cromer
719,358,Friday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,80.0,Somewhat clean,Somewhat safe,Neutral,Chester Cook
720,2912,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,2018-12-31,59.99999999999989,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Bruce Floyd
721,2030,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat unsatisfied,Susan Gentes
722,2242,Wednesday,WOW,REYKJAVIK,eur,Small     ,Gates 91-102,2018-12-31,156.0,Somewhat clean,Somewhat safe,Neutral,John Opal
723,2556,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,108.0,Somewhat clean,Somewhat safe,Neutral,Dr. Lois Evitt
724,853,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,85.0000000000002,Somewhat clean,Somewhat safe,Very satisfied,Dr. Angela Ward
725,3168,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,110.0,Clean,Somewhat safe,Very satisfied,Ms. Nancy Placko
726,2234,Thursday,SOUTHWEST,SANTA ANA,West US,Medium,Gates 20-39,2018-12-31,60.0,Clean,Very safe,Somewhat satsified,Dana Ridley
727,2765,Sunday,WOW,REYKJAVIK,eur,Small     ,Gates 1-12,2018-12-31,175.0,Somewhat clean,Very safe,Somewhat satsified,Tammy Brady
728,3092,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,173.0,Average,Somewhat safe,Neutral,Jamie Long
729,285,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,2018-12-31,164.0,Average,Somewhat safe,Neutral,Dr. Kelly Bragg
730,1480,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,130.0,Somewhat clean,Somewhat safe,Somewhat satsified,Staci Pennock
731,3175,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,60.0,Clean,Very safe,Somewhat satsified,Mr. Jerome Hong
732,2770,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,90.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Curtis Barr
733,3033,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified,Rafael Sood
734,1661,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,150.0,Average,Neutral,Very satisfied,Dr. Mary Ragsdale
735,2634,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,60.0,Somewhat clean,Somewhat safe,Neutral,Mr. Harry Marion
736,1987,Friday,AIR FRANCE/KLM,AMSTERDAM,Europe,Hub,Gates 1-12,2018-12-31,145.0,Average,Neutral,Neutral,Robert Schein
737,1861,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,145.0,Somewhat clean,Very safe,Somewhat satsified,Mr. James Agee
738,1278,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,320.0,Average,Somewhat safe,Somewhat satsified,Dr. Tommy Rios
739,1841,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,300.0,Clean,Very safe,Very satisfied,Brad Neal
740,341,Friday,ALASKA,SAN DIEGO,West US,Medium,Gates 50-59,2018-12-31,98.0,Clean,Somewhat safe,Somewhat satsified,Dr. Nelson Wright
741,1978,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,155.0,Clean,Somewhat safe,Very satisfied,Miss Josephine Rogers
743,319,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,59.99999999999989,Clean,Neutral,Very satisfied,Henry Mosquera
744,1636,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,195.0,Clean,Very safe,Somewhat satsified,Miss Dana Krasner
745,3292,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,145.0,Clean,Very safe,Very satisfied,Ms. Holly Rodriguez
746,3203,Tuesday,UNITED,ONTARIO (CALIF),West US,Small,Gates 70-90,2018-12-31,245.0,Clean,Very safe,Very satisfied,Mr. Raymond Rogers
747,1898,Monday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,2018-12-31,235.0,Somewhat dirty,Neutral,Neutral,Gretchen Skelton
748,633,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,95.0,Somewhat clean,Somewhat safe,Neutral,Mr. Harold Boyle
749,1385,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,235.0,Clean,Very safe,Very satisfied,Mr. Steven Campbell
751,2069,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,177.0,Clean,Somewhat safe,Somewhat satsified,Suzanne Sims
752,299,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,130.0,Average,Neutral,Neutral,Dr. Nathan Mcroy
753,2730,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,122.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Lenore Mew
754,1676,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Rosemary Dannels
755,3282,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,80.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Cora Flanagan
756,2112,Tuesday,AMERICAN,PHOENIX,West US,    Hub,Gates 50-59,2018-12-31,121.0,Somewhat clean,Very safe,Very satisfied,Katherine Mack
757,1986,Friday,AIR FRANCE/KLM,AMSTERDAM,Europe,Hub,Gates 1-12,2018-12-31,145.0,Average,Somewhat safe,Somewhat satsified,Miranda Merkel
758,2595,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,147.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Linda Malick
759,814,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,185.0,Clean,Very safe,Very satisfied,Ms. Sheila Hubbard
760,2551,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,135.0,Average,Very safe,Neutral,Dale Correra
761,1965,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Somewhat clean,Somewhat safe,Somewhat satsified,John Smith
762,2640,Tuesday,JETBLUE,NEW YORK-JFK,EAST US,    Hub,Gates 1-12,2018-12-31,113.0,Average,Somewhat safe,Very unsatisfied,Miss Karin Watkins
763,395,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satsified,Ms. Sharon Quaranto
764,728,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,185.0,Clean,Very safe,Very satisfied,Stephen Streeter
765,1215,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,55.00000000000011,Clean,Somewhat safe,Somewhat satsified,Donald Hurst
766,2314,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,2018-12-31,150.0,Clean,Somewhat safe,Somewhat satsified,Ms. Cynthia Portillo
767,1718,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,210.0,Average,Somewhat safe,Neutral,William Jones
768,2383,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,    Hub,Gates 91-102,2018-12-31,215.0,Clean,Very safe,Somewhat satsified,Mr. John Benauides
769,584,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,95.0,Clean,Neutral,Somewhat satsified,Ms. Evelyn Garnett
770,1770,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,    Hub,Gates 50-59,2018-12-31,85.0,Clean,Very safe,Somewhat satsified,Karen Brubaker
771,642,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,125.0,Somewhat clean,Neutral,Neutral,Miss Mary Mosholder
772,1865,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,505.0,Clean,Somewhat safe,Somewhat satsified,Joseph Thurman
773,2100,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,49.0,Somewhat clean,Very safe,Somewhat satsified,Mr. Stephen Hebert
774,2647,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132.0,Somewhat clean,Neutral,Neutral,Ms. Suzanne Cummings
775,1982,Friday,AIR FRANCE/KLM,AMSTERDAM,eur,    Hub,Gates 1-12,2018-12-31,265.0,Average,Somewhat safe,Neutral,Mr. William Stephens
776,1973,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub     ,Gates 1-12,2018-12-31,125.0,Clean,Very safe,Very satisfied,Dr. Darnell Lankford
777,310,Tuesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,2018-12-31,95.0000000000001,Clean,Very safe,Somewhat satsified,Miss Susan Reeder
778,2386,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,215.0,Somewhat clean,Very safe,Very satisfied,Anne Recio
779,295,Wednesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,190.0,Average,Neutral,Neutral,Mr. John Wong
780,2301,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,175.0,Somewhat clean,Somewhat safe,Somewhat satsified,Stephen Richards
781,1253,Thursday,CHINA EASTERN,SHANGHAI,Asia,Hub,Gates 1-12,2018-12-31,195.0,Somewhat clean,Somewhat safe,Very satisfied,Ms. Megan Thompson
782,1649,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170.0,Somewhat clean,Very safe,Somewhat satsified,Ms. Crystal Gee
783,3279,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,125.0,Somewhat clean,Neutral,Somewhat satsified,Dr. David Monroe
784,863,Tuesday,ALASKA,SEATTLE,West US,Hub     ,Gates 50-59,2018-12-31,65.0000000000001,Somewhat clean,Very safe,Neutral,Jose Paterson
785,2771,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,2018-12-31,150.0,Somewhat clean,Very safe,Somewhat satsified,George Soto
786,1547,Wednesday,AIR CHINA,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,240.0,Clean,Somewhat safe,Somewhat satsified,Ms. Lisa Dixon
787,750,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub     ,Gates 91-102,2018-12-31,235.0,Somewhat clean,Somewhat safe,Somewhat satsified,Daniel Forbes
788,2285,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,225.0,Somewhat clean,Somewhat safe,Neutral,Scott Kraham
789,3214,Tuesday,UNITED,SANTA BARBARA,West US,Small,Gates 70-90,2018-12-31,75.0000000000001,Somewhat clean,Somewhat safe,Neutral,Miss Lauren Gutierrez
790,2172,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-12-31,153.0,Clean,Somewhat safe,Somewhat satsified,Dr. Tom Hughes
791,576,Thursday,JETBLUE,BOSTON,EAST US,    Large,Gates 1-12,2018-12-31,112.0,Somewhat clean,Somewhat safe,Very satisfied,Ray Eaton
792,404,Saturday,UNITED,PHOENIX,West US,Hub,Gates 70-90,2018-12-31,84.9999999999999,Clean,Somewhat safe,Somewhat satsified,Julie Kiser
794,2254,Wednesday,UNITED,LOS ANGELES,West US,    Hub,Gates 60-69,2018-12-31,185.0,Clean,Very safe,Very satisfied,Ms. Kara Sower
795,682,Thursday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,125.0,Somewhat clean,Somewhat safe,Neutral,Mr. William Abe
796,2028,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,95.0,Somewhat clean,Somewhat safe,Very satisfied,Mr. Oscar Dill
798,854,Tuesday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,109.0,Somewhat clean,Very safe,Very satisfied,Melissa Record
799,1675,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,85.0,Somewhat clean,Very safe,Somewhat satsified,Mr. Miguel Schaal
800,1604,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,320.0,Somewhat clean,Somewhat safe,Somewhat satsified,Toya Robinson
801,534,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,225.0,Clean,Very safe,Somewhat satsified,Andreas Taylor
802,2829,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,93.0,Somewhat clean,Very safe,Somewhat satsified,Mr. Rafael Hurley
803,1822,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,215.0,Clean,Very safe,Somewhat satsified,Ms. Susan Brown
805,1948,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,115.0,Somewhat clean,Neutral,Neutral,Patsy Reyes
806,2950,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,115.0,Average,Somewhat safe,Neutral,Ms. Ethel Hay
807,2508,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Sharon Mathews
808,292,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,190.0,Average,Neutral,Somewhat satsified,Dr. Brian Anderson
809,876,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,265.0,Clean,Somewhat safe,Very satisfied,Mr. Eric Beard
810,2120,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,79.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Ruby Shafer
811,2764,Thursday,DELTA,ATLANTA,EAST US,    Hub,Gates 40-48,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Nelle Schacht
812,787,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,850.0,Somewhat clean,Very safe,Neutral,Richard Dillahunt
813,2883,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Very safe,Somewhat satsified,Dr. William Snedegar
814,421,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,105.0,Somewhat clean,Very safe,Very satisfied,Ms. Hallie Hollins
